Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8,Dimension_9,Dimension_10,Dimension_11,Dimension_12,Dimension_13,Dimension_14,Dimension_15,Dimension_16,Fitness
680.019,501.878,-31.3381,924.53,738.604,621.062,576.878,-843.576,-591.486,931.941,549.038,-273.542,993.241,588.3,955.686,923.408,8.23916e+06
326.414,-466.589,205.705,-442.336,-739.771,-941.355,778.027,-522.212,396.96,508.592,-377.96,-216.32,-915.707,954.756,-386.113,-668.535,5.82584e+06
225.547,689.137,561.573,-876.157,-556.614,275.035,552.754,-1009.27,461.899,260.008,857.679,1011.28,-814.207,368.378,422.605,851.209,7.05963e+06
-372.349,-916.995,-190.83,978.201,212.987,226.35,-889.455,-978.117,282.994,-182.7,-895.715,234.261,226.237,236.285,233.139,44.8852,4.95142e+06
659.513,-771.602,-436.145,-20.325,22.917,-685.284,-150.138,163.143,792.083,-561.888,598.351,383.407,867.73,-92.8368,100.346,-455.116,4.16732e+06
522.634,-328.754,-788.087,293.158,736.276,79.6997,73.5092,-95.6124,1014.09,-371.185,-568.431,-715.316,-693.392,776.058,565.966,-339.933,5.17127e+06
731.343,551.661,3.88556,28.6149,294.82,-463.778,-716.502,-14.9343,-854.433,258.215,42.2978,716.051,-689.378,883.855,-574.688,15.5896,4.55401e+06
-157.57,-605.091,888.287,567.123,-209.439,-745.937,898.38,533.883,117.773,650.768,-423.962,-308.158,-359.928,-424.72,802.642,-868.206,5.61421e+06
328.483,286.849,-984.489,839.79,213.655,-30.3032,472.367,589.287,850.463,157.99,531.806,909.923,-12.6766,-364.553,-766.048,796.603,5.69529e+06
105.776,-494.644,-500.117,-36.5421,567.83,24.3249,-666.405,-620.066,652.856,-73.8707,-7.37126,960.575,-390.761,402.732,-463.326,766.144,4.13005e+06
231.058,68.7046,-510.332,439.663,-36.2182,19.9211,434.859,1013.93,-515.542,988.274,-981.834,109.879,447.609,-4.89057,470.534,-110.453,4.38339e+06
-685.052,-913.876,320.301,-175.846,-996.459,-857.594,-168.363,-60.025,-100.956,-993.762,363.035,784.022,-419.459,988.094,201.307,-768.392,6.72593e+06
908.433,-818.879,921.815,670.044,405.391,548.38,736.247,922.1,440.318,249.745,-652.069,132.146,-622.769,-101.917,-864.807,-444.269,6.69444e+06
972.393,368.956,769.05,446.723,280.321,616.463,599.941,694.68,904.244,524.738,1007.45,-478.32,167.545,-158.523,318.907,183.733,5.6994e+06
-949.287,695.902,-725.17,675.228,-888.438,860.894,468.966,-911.899,-161.87,179.896,-538.362,785.858,213.578,132.849,621.984,-89.0471,6.37331e+06
221.512,-897.31,-614.169,-908.946,10.9954,-861.847,-369.886,219.11,-883.507,322.992,186.73,69.2791,941.035,485.753,308.793,951.738,6.0327e+06
437.051,190.661,26.3586,728.303,835.893,1.4097,388.798,-148.317,621.387,-294.808,760.296,931.847,436.723,-6.59194,-679.887,987.013,5.17716e+06
-291.49,531.177,771.168,610.908,-289.56,-30.2789,722.031,228.611,-287.264,-249.524,-779.307,63.537,-592.837,464.783,-869.879,-773.672,4.67243e+06
-893.144,-489.861,176.206,374.479,-1023.81,685.716,-738.427,233.794,77.6413,-19.853,64.8124,300.609,184.019,-483.846,462.49,587.565,4.25553e+06
124.655,396.343,240.605,-479.757,676.225,386.337,-38.7058,402.448,526.255,298.887,502.753,-102.286,681.999,-176.759,-708.594,284.588,2.93984e+06
771.984,992.052,-336.08,-984.1,-399.062,-935.059,-863.291,-145.192,269.795,168.121,-151.403,-380.026,460.905,44.3167,58.7707,-335.588,5.06043e+06
-821.256,-467.329,-122.338,-571.641,-355.329,-942.528,-390.846,145.597,548.366,596.556,-21.1238,327.922,-133.31,-942.885,929.899,-657.312,5.3915e+06
392.918,-58.5513,-447.09,-375.839,-308.965,-934.341,665.208,-813.317,675.781,-767.673,-205.072,-412.395,447.466,517.185,-832.259,438.196,5.18205e+06
769.845,105.323,402.057,720.119,596.784,-543.412,842.972,-733.252,295.297,348.436,13.1214,-785.065,-648.084,-75.6481,-884.421,-931.369,6.08432e+06
266.447,-517.039,319.689,846.995,705.34,-548.197,-268.393,457.561,914.761,-952.304,-733.974,-937.086,1.55544,-103.339,29.1088,654.171,5.83749e+06
135.865,752.374,-709.869,152.129,-902.051,-300.666,-506.564,-178.715,-985.509,-771.804,-603.588,-984.918,290.253,925.13,1.85903,-331.86,6.2559e+06
-673.511,-368.238,922.053,-602.134,739.752,695.55,-164.107,-177.325,596.311,763.979,-172.356,-506.876,906.233,-76.3932,-898.972,963.795,6.68153e+06
-65.9533,-899.243,1023.46,-242.398,-266.03,968.142,120.299,714.864,-61.2583,-972.034,-774.948,-454.702,-203.503,457.037,538.201,-114.203,5.76182e+06
-48.9865,132.1,-648.495,-639.459,-774.748,185.717,-782.509,345.394,-733.989,-871.709,7.50994,-1006.76,60.7142,-110.958,-44.9275,-260.652,4.61402e+06
-871.582,-769.944,-320.089,-810.384,-312.028,-638.47,181.236,651.591,557.535,-418.322,933.196,51.2515,-293.926,542.461,-105.616,313.859,4.92389e+06
265.952,-56.5319,-795.411,352.602,65.3381,686.089,-622.65,262.412,783.177,-24.2985,707.335,646.335,809.323,-276.07,-503.07,-634.892,4.68206e+06
750.368,259.581,39.6267,678.587,899.85,359.661,28.0853,988.027,-34.6024,-428.905,-246.266,-998.015,668.516,849.633,346.107,574.477,5.86918e+06
-715.899,-909.436,-507.797,-564.208,808.177,754.492,-968.752,189.818,998.059,-550.251,113.786,46.2965,-845.281,86.568,782.512,-835.821,7.45976e+06
-476.314,-326.05,356.62,473.888,693.391,970.915,-668.166,680.236,-340.389,-670.803,1007.96,698.528,-2.16889,-998.043,830.253,520.983,7.0443e+06
683.937,-778.169,301.89,359.622,427.681,430.57,463.224,685.973,479.66,292.317,464.237,871.631,254.483,-524.691,-307.678,-666.462,4.51709e+06
-442.723,-71.2542,-414.49,111.412,-732.207,-921.68,811.165,-920.588,-933.229,693.116,684.785,76.1637,-898.27,870.369,-1019.36,334.695,7.81819e+06
374.693,95.6967,247.653,-752.901,-391.311,126.259,-837.746,500.822,196.283,-388.119,16.0519,-511.165,-463.736,108.544,-972.644,-550.692,3.82646e+06
-503.067,-170.763,-487.615,383.673,-579.85,-517.858,-896.117,108.426,340.33,-315.863,613.086,-362.501,426.216,326.085,729.494,-295.974,3.71716e+06
-579.754,501.726,113.305,-913,489.533,-937.217,712.044,911.691,-133.375,324.269,-17.4182,-306.981,-318.688,195.77,421.887,930.897,5.29253e+06
214.871,-925.836,914.955,-318.554,365.221,917.017,977.952,-4.806,760.62,980.909,-639.495,540.546,-800.566,566.942,-982.034,420.977,8.11861e+06
-216.95,-794.728,908.027,196.51,-393.98,671.948,312.283,-254.263,686.239,-723.82,710.165,324.388,912.642,539.132,-982.155,-121.61,6.01823e+06
1006.24,261.837,526.268,1004.24,-874.456,-740.344,29.7091,-587.448,692.448,-528.178,-116.216,-488.829,687.056,10.4775,-988.423,-249.982,6.548e+06
-626.03,890.084,-57.0745,-894.45,755.527,-331.672,236.356,-167.305,862.97,496.424,-613.456,-679.189,-734.788,36.682,-784.45,422.563,5.9163e+06
876.993,-1013.27,-47.3114,-774.416,-409.339,598.898,93.7729,513.758,-134.279,-876.753,673.233,897.349,789.838,356.642,232.977,-792.823,6.67601e+06
-778.403,840.834,418.019,-882.439,504.002,-774.098,169.603,-796.098,683.237,906.878,-397.868,9.83407,-726.02,448.431,-179.036,-165.435,6.01751e+06
965.716,569.519,-881.702,-276.493,896.603,-752.716,670.496,600.014,-546.83,-504.986,645.814,-510.543,478.606,641.062,-101.484,-829.458,6.86116e+06
-755.244,-108.646,-239.539,-812.637,140.547,624.494,428.226,305.446,273.915,280.415,903.582,-782.968,-659.046,-588.174,-671.169,-464.956,5.01666e+06
255.047,456.014,599.378,655.84,278.206,-825.741,308.067,-933.851,408.265,815.038,-137.514,324.677,196.452,-508.237,161.436,261.3,4.13529e+06
154.973,92.5556,-830.113,-53.5255,-742.864,334.781,654.821,442.907,740.561,-625.569,-405.256,951.046,710.012,719.099,-347.563,-959.564,6.08484e+06
555.921,274.747,-969.352,-483.783,-356.225,165.653,-181.237,74.9787,481.739,273.206,-696.667,177.783,-189.73,884.623,829.192,717.092,4.59518e+06
-722.247,-626.695,-364.211,-162.039,-936.366,-655.866,478.048,-922.928,-851.442,250.011,-167.906,-628.119,-154.517,-418.345,-31.7139,640.817,5.28141e+06
197.917,732.142,-211.263,304.065,-624.233,446.166,401.581,-76.1638,-834.168,922.916,-338.44,-536.261,35.3586,934.86,-416.181,-864.235,5.21326e+06
-346.868,-3.38175,-742.67,-93.4336,-718.806,-665.886,43.0057,13.8123,211.753,-622.628,387.874,88.6401,268.438,-1005.43,230.092,-537.825,3.65886e+06
-13.0009,-211.894,-469.286,-642.351,770.119,-204.734,35.6629,-892.535,643.077,-307.723,720.815,-430.191,-351.706,955.769,462.71,-406.93,4.74071e+06
-121.153,883.904,220.067,-557.367,-829.999,306.224,1014.6,-345.453,-1001.99,427.384,1007.49,-942.552,883.185,-851.611,877.518,543.098,8.74698e+06
565.371,-571.983,-135.177,696.272,-217.423,-312.802,618.991,168.558,-407.979,-108.374,-272.018,-790.87,582.265,-294.048,-669.564,-1.37606,3.45818e+06
751.795,291.446,433.278,-576.154,366.912,654.131,-611.018,-305.018,-932.605,335.207,770.383,23.7131,158.103,-359.03,10.4304,-299.068,4.01845e+06
-244.299,-23.2757,780.344,-241.768,3.9707,363.169,223.995,-337.983,768.933,-31.1095,-593.563,-359.698,-119.81,-942.782,-69.7331,123.241,3.02122e+06
459.176,-899.408,771.841,-252.716,-794.822,225.035,825.094,940.916,22.6931,-98.9078,-845.243,86.9116,-998.591,514.415,443.423,-273.207,6.19337e+06
304.303,-41.4188,-121.581,-624.772,159.83,638.558,495.185,212.933,-958.213,407.785,-400.89,817.186,-557.089,-746.162,-119.692,-212.676,4.06307e+06
-953.372,486.657,-422.889,610.308,69.615,-325.652,-983.155,-920.597,-162.512,871.444,-879.436,558.494,-153.317,-831.389,-219.552,-562.64,6.57293e+06
-359.704,-388.474,-645.175,655.904,-122.038,957.575,-941.674,-830.429,-570.319,298.956,505.109,-338.18,-975.931,426.658,928.875,293.281,6.50255e+06
-776.876,984.352,779.184,858.13,841.044,-656.68,-456.708,-501.427,302.868,351.262,-710.208,319.552,-96.208,739.902,691.334,979.567,7.33058e+06
476.517,922.59,-668.007,-558.823,-895.985,510.463,998.015,-604.95,-157.553,-909.568,-61.3084,132.071,-637.47,-551.652,-707.447,-612.131,6.72151e+06
-608.633,-287.78,948.742,769.625,-57.1668,-662.685,-954.989,256.003,-264.952,743.69,-611.418,701.007,-160.196,488.004,-899.579,-113.794,5.9403e+06
414.29,-185.242,184.293,-630.8,-569.679,-519.252,-509.316,-659.565,908.463,268.047,-947.721,-490.68,-78.9951,-788.529,75.4224,143.687,4.61706e+06
-621.291,769.535,-618.565,-122.619,165.633,209.985,124.212,-511.389,803.88,-899.18,-945.946,-849.351,-180.695,-351.325,-848.113,-132.651,5.68843e+06
132.661,585.88,973.843,109.992,179.045,-821.744,626.417,-920.542,-384.429,-607.085,-21.1947,306.117,-732.803,192.258,-164.182,36.3917,4.48132e+06
-39.9264,345.811,388.568,-948.741,207.307,809.831,777.164,-645.918,-147.011,-835.2,-985.258,-248.889,978.639,-759.548,-326.61,431.443,6.47174e+06
563.656,-200.787,475.411,-670.164,-835.446,-125.363,-492.303,490.841,291.162,723.557,986.341,-773.174,127.266,-685.226,-701.26,142.66,5.40715e+06
-305.567,-825.675,-707.694,-406.895,915.738,133.496,-185.134,394.634,-891.873,-661.268,-311.132,-861.335,-399.413,66.0348,380.152,-508.323,5.1263e+06
425.927,-682.032,826.623,-825.482,596.543,298.154,903.32,482.656,-366.664,554.159,-601.896,-149.537,771.019,-430.822,-815.185,651.415,6.2003e+06
215.01,889.198,573.054,596.081,-18.6255,708.917,-846.698,942.974,951.276,-685.989,-831.897,-569.087,-455.545,-896.293,941.013,-649.097,8.33882e+06
1014.99,-476.431,300.61,490.025,564.825,-660.714,-790.327,-67.6049,890.121,-995.549,-827.643,419.05,589.684,733.054,-804.617,-440.179,7.34289e+06
-505.782,501.67,-304.332,-903.95,-487.752,-208.966,864.174,230.683,-428.426,-333.468,657.744,-720.499,-271.384,151.692,731.308,74.3323,4.3825e+06
-819.404,-299.105,-155.343,366.86,274.27,950.461,906.27,751.397,795.794,-907.756,351.933,-700.216,214.392,-305.903,-259.201,680.186,6.02513e+06
-463.725,512.723,-502.401,-541.412,746.983,792.223,-43.6648,-738.527,-168.776,333.676,-479.353,506.804,304.314,307.955,370.173,38.1051,3.70894e+06
276.807,-631.831,-474.503,-426.621,246.433,740.879,380.987,66.2213,-573.077,-43.0952,1020.74,327.15,-651.683,-280.948,-651.802,343.411,4.1679e+06
-131.573,960.834,473.147,398.948,993.947,-599.553,208.951,725.663,305.178,-878.772,-426.252,737.393,-468.508,-746.108,162.617,435.989,5.82485e+06
703.862,671.226,940.255,-95.7004,451.82,312.706,137.531,-726.109,714.046,783.828,567.355,803.804,224.53,699.894,-422.735,-963.249,6.42649e+06
674.175,-321.287,-1018.62,588.472,-983.901,-884.975,-179.795,-884.136,-454.274,-81.9787,688.567,81.2145,-812.118,-364.439,-90.9017,-308.469,6.09661e+06
-578.774,-205.733,892.039,721.487,-966.545,-812.444,-291.886,-988.491,853.833,-31.1193,-113.687,-932.93,-376.266,-329.886,-653.675,-161.548,6.66741e+06
-997.15,-84.3553,404.177,-968.319,-489.65,71.3861,-1022.37,320.555,-861.426,-160.086,874.95,789.645,336.8,814.632,608.829,870.75,7.55814e+06
282.586,-529.843,-506.847,-508.583,108.791,715.031,-478.733,710.39,203.918,32.5609,463.744,-779.529,834.208,605.955,-162.901,-132.139,4.10568e+06
-966.548,920.006,-403.926,-154.077,68.5009,-479.758,-579.264,-269.167,52.292,-738.995,-922.828,190.927,-869.856,-296.574,450.193,684.89,5.56376e+06
-720.735,113.531,-268.504,954.654,267.133,-392.031,-241.42,741.254,-394.992,-245.133,-25.122,899.543,-47.8768,-330.207,-647.865,226.524,3.95704e+06
450.829,-872.896,-652.325,39.341,-315.831,633.187,-958.778,-575.214,-86.0026,-510.442,1006.76,-450.571,816.67,-808.713,-462.124,-365.937,6.29617e+06
435.451,-125.984,589.236,726.318,-762.594,-309.995,-714.915,445.51,68.786,-312.157,-137.745,-293.651,281.01,-683.755,630.804,464.951,3.83555e+06
690.119,-240.299,502.689,122.859,-218.993,-593.316,-251.195,-925.943,-120.149,-560.453,526.47,470.024,-791.181,-811.151,277.918,-269.861,4.383e+06
19.0251,167.962,740.831,-316.131,-979.407,-196.392,426.321,91.9311,530.422,-247.31,153.302,879.514,593.316,-314.619,-386.107,474.243,3.83007e+06
-62.6905,259.518,566.529,-871.104,-296.201,3.22315,-310.845,-653.48,318.583,992.445,-708.038,-86.0796,324.257,918.511,-825.092,147.269,5.00908e+06
340.841,-731,-979.456,214.877,827.749,-306.243,507.156,667.87,-866.446,284.755,140.605,497.109,559.072,377.575,50.0544,467.747,4.9135e+06
-744.665,-513.72,663.142,229.82,571.651,447.957,860.476,789.329,-93.5108,-570.379,809.056,97.8571,26.7127,938.787,790.705,-958.886,6.62702e+06
-78.5095,-466.468,786.115,442.855,578.403,357.015,920.298,772.468,-576.597,597.948,-647.994,-985.602,-949.601,-378.171,205.491,-81.6203,6.11867e+06
736.703,-181.315,626.135,465.003,-921.755,600.575,553.859,134.366,-739.398,77.4511,-267.573,-925.852,556.456,536.392,-366.935,-975.831,5.88495e+06
117.821,-706.201,-818.649,526.557,275.296,840.836,666.869,-957.469,-270.713,-424.018,-801.706,-702.255,310.032,-935.103,273.836,707.815,6.53994e+06
-965.456,583.634,-866.83,328.455,-266.043,481.932,667.563,729.414,600.629,-446.254,-794.184,771.21,-680.47,-535.768,-509.095,-909.528,7.03482e+06
-542.737,126.075,-808.678,-847.135,-780.585,-918.524,-175.684,-787.472,275.213,-972.654,126.301,-146.114,389.652,689.787,837.202,461.51,6.38686e+06
29.5512,580.86,743.062,-772.013,532.331,20.4337,-537.237,-568.259,328.449,-905.901,954.622,784.73,-901.528,585.699,-112.609,-787.255,6.62583e+06
991.872,808.893,-798.594,564.475,-11.4285,-470.223,431.516,50.7135,750.164,-446.763,439.807,-95.5335,-539.526,-711.459,572.408,978.212,6.05144e+06
547.801,-591.732,-546.07,-754.325,-221.039,-778.286,113.741,-831.459,28.4857,609.513,-461.619,-337.392,936.021,706.239,-1022.43,-627.485,6.38973e+06
914.004,-873.705,-453.304,253.273,-36.9273,540.595,-477.265,379.347,916.417,9.69052,-342.663,-481.054,727.887,-725.482,-594.61,683.56,5.59958e+06
-438.33,-609.002,1009.02,484.839,-418.277,517.581,-688.566,137.58,-1015.48,402.147,63.8826,-890.991,408.716,-754.069,-58.3559,59.9356,5.48578e+06
-355.688,343.982,536.45,-340.437,823.219,662.471,-889.483,794.797,-718.158,796.609,-419.001,-402.656,-80.5435,990.879,75.1807,-225.674,5.72108e+06
-770.199,-106.875,-691.307,858.627,642.171,-598.329,-44.0276,-809.641,-614.193,331.132,236.994,499.928,-305.726,1016.16,227.054,-67.8312,5.2229e+06
-134.111,-220.026,-507.063,-44.0462,-378.994,-726.341,725.608,-1012.79,-813.072,-322.3,494.35,993.827,891.096,-764.323,-280.467,393.386,6.15775e+06
-37.3042,579.236,-726.924,-267.339,347.37,-384.152,192.777,-788.884,-196.561,-69.6517,-94.2733,878.205,748.661,-474.462,851.603,-821.017,4.87323e+06
401.109,-726.964,45.8314,-409.319,809.322,-659.584,-514.264,468.979,668.649,717.81,-967.306,674.758,-201.055,-19.8611,-109.126,-13.5014,4.83984e+06
391.033,-240.937,-687.646,-76.777,641.641,520.62,-995.545,314.005,-983.571,336.962,842.888,-49.9847,527.268,-557.091,-770.886,89.9837,5.44692e+06
-692.173,-802.846,-767.845,-182.592,-1020.48,-692.442,-63.1419,-172.46,1019.11,681.661,-1002.71,-11.6154,-590.9,-503.929,154.133,624.365,6.82683e+06
309.747,-734.892,323.693,487.486,66.0281,-67.3684,6.00514,817.055,732.517,-569.418,-189.144,51.9687,-10.0777,284.242,-1.0687,-277.25,2.71213e+06
-949.353,97.278,497.417,-108.614,757.217,626.291,394.305,-154.173,-937.478,235.498,649.996,932.194,-604.953,345.625,674.589,546.227,5.77968e+06
2.56145,866.861,533.718,302.82,-299.613,-779.524,-922.831,-302.67,-994.992,452.782,886.357,-1016.31,-31.7713,-608.475,-328.414,762.228,6.84249e+06
723.469,-99.7173,-878.713,1005.5,296.164,979.795,-725.993,718.95,883.108,72.3013,-884.807,683.635,-708.085,1006.17,-80.9683,-515.516,8.22975e+06
120.104,-391.55,-691.429,-697.407,537.557,868.082,-618.487,-420.155,-452.729,-167.518,84.2387,779.296,-45.4289,904.053,867.491,438.274,5.34541e+06
-14.6839,-173.905,738.615,310.024,-143.9,-345.984,848.506,-983.664,-162.411,-199.183,534.429,608.236,810.168,48.5887,278.601,120.032,3.97264e+06
-401.373,260.109,62.5832,-162.395,915.746,-1011.6,782.182,-550.681,-129.317,-184.023,475.538,525.161,-967.625,564.037,-754.327,-66.6876,5.41662e+06
-553.098,-487.494,501.64,584.384,71.4452,646.42,-466.317,316.779,720.931,736.262,-596.246,-230.435,-974.534,-958.255,-107.963,996.855,6.22144e+06
629.732,580.902,532.617,923.504,146.738,790.108,1012.14,-917.156,396.313,529.49,563.055,634.344,1001.49,-114.574,-51.4497,-627.018,6.95089e+06
212.445,-393.75,-308.336,-440.284,112.24,-248.835,1018.64,70.8085,-66.7351,302.217,603.556,652.422,889.211,384.5,-119.626,449.984,3.64751e+06
-591.85,910.514,-432.148,-468.609,738.429,486.936,-521.424,713.992,-385.744,-743.126,-500.251,-383.661,708.788,377.92,-670.3,277.153,5.41967e+06
-1001.9,60.7474,-483.944,908.228,-143.33,-302.628,-989.002,-607.574,182.457,-44.7325,-100.153,-698.34,643.539,-411.82,-902.459,1001.95,6.46121e+06
-675.417,-843.271,459.071,414.168,85.6032,-528.953,859.995,660.957,-340.265,-974.236,626.653,-991.279,-994.709,-960.296,339.694,468.636,7.70018e+06
-277.926,357.472,757.376,609.954,833.099,38.8503,961.449,889.298,94.3102,463.795,-641.143,451.315,2.50911,-298.604,-259.687,154.972,4.58103e+06
-328.644,991.778,260.386,-18.4211,-945.292,672.527,-430.932,733.32,686.1,379.279,516.999,959.522,225.953,874.261,975.409,336.055,6.91157e+06
410.224,496.073,282.445,87.5572,178.681,567.821,137.601,429.346,-722.38,-600.266,-648.449,604.465,-109.199,-745.461,147.262,-50.5941,3.31956e+06
-186.769,-460.312,748.595,33.1079,-833.735,-78.6029,195.731,-543.69,224.404,257.433,606.038,-467.364,93.4525,830.979,982.707,-444.594,4.40864e+06
-523.312,980.883,442.55,-295.159,612.243,355.217,422.258,-251.095,216.44,-856.509,-818.871,212.38,986.031,-896.581,-564.848,-997.266,6.84731e+06
-651.532,199.76,-1022.07,-1004.11,-796.058,194.138,-187.263,-1003.17,570.057,548.577,-355.335,-223.737,687.925,454.034,-911.996,405.634,6.70807e+06
472.026,-715.237,-221.739,789.543,-827.833,419.089,-412.84,-491.99,565.797,-289.941,93.2855,463.008,-615.628,853.725,-266.904,52.7535,4.4896e+06
91.6658,-722.304,386.635,817.94,-4.13858,149.072,452.807,747.226,860.294,228.5,-59.2347,-722.551,-393.928,-928.307,166.828,-961.147,5.42089e+06
724.042,-492.376,83.7225,169.248,-587.926,-222.348,899.31,-156.463,931.564,-134.219,-542.616,521.074,-139.479,-468.663,573.675,-783.754,4.66511e+06
184.108,-928.952,661.517,-100.996,-446.641,-729.992,-334.64,-772.429,-791.426,-263.259,501.752,882.504,295.127,-859.885,412.072,968.305,6.44596e+06
-127.27,-674.077,-395.144,-742.471,-984.467,492.867,-629.504,-377.608,-711.801,-613.998,137.395,-481.676,992.956,-876.783,914.485,712.231,7.16192e+06
878.223,835.751,-267.187,45.5752,228.814,-910.455,-169.413,-676.631,399.093,330.862,-366.175,922.478,156.57,363.882,-221.684,496.935,4.61801e+06
294.169,603.777,-172.869,244.672,-495.761,869.692,372.774,-994.824,572.747,699.627,75.3253,831.862,428.153,585.089,599.718,548.263,5.37283e+06
-650.81,808.16,727.68,-735.51,977.193,326.83,-301.413,150.747,-471.063,266.264,-415.41,-478.688,320.164,-163.514,971.577,135.189,5.10863e+06
-409.767,-475.666,800.046,-961.447,74.2181,140.393,-784.929,-409.139,79.0607,462.999,-590.516,-784.935,-328.718,442.772,-906.786,339.765,5.19473e+06
-196.966,911.964,36.7589,-3.91448,638.745,610.031,70.7759,288.289,348.091,-55.1766,177.135,-937.74,777.217,158.944,343.509,-723.527,4.04597e+06
-574.037,-331.661,-587.693,67.0966,250.187,-549.362,572.19,396.849,-979.089,-375.218,770.268,6.11121,-676.997,250.662,340.581,314.09,4.06737e+06
210.228,-976.787,90.3667,861.673,394.522,-977.747,728.335,-585.182,-571.33,-426.197,544.674,-228.037,742.42,275.372,-75.2537,-406.645,5.38847e+06
-965.864,-425.994,-747.943,-725.849,-705.646,-474.856,-428.177,541.887,-152.04,113.569,-86.4805,-207.873,-220.078,508.742,-607.196,-318.738,4.26539e+06
858.75,805.829,236.323,903.485,253.916,475.011,-475.856,946.816,-218.858,296.039,913.805,521.632,736.78,470.43,-500.086,-554.874,6.23687e+06
543.276,-795.43,-836.93,252.017,834.816,1013.23,395.588,911.298,-847.127,359.082,102.034,-635.022,210.776,274.698,-1003.64,885.159,7.57337e+06
473.492,-392.902,514.388,768.003,88.6851,-894.314,1010.17,951.269,878.628,816.98,-652.223,-527.186,681.81,-558.469,-462.052,640.272,7.50912e+06
-558.148,929.308,156.648,181.168,-270.722,593.591,-754.563,753.371,459.96,417.926,-442.505,-438.985,312.01,-185.476,333.742,106.249,3.82441e+06
-548.692,748.131,-456.402,-834.296,-882.918,130.255,-44.9018,388.506,927.099,-488.809,-500.678,213.17,-197.143,965.199,-719.079,-849.119,6.31782e+06
498.042,388.574,26.4541,-39.6734,220.775,297.202,-834.735,-229.237,102.038,-845.232,-795.56,373.673,-219.186,-744.821,-598.922,-785.72,4.36411e+06
906.327,-374.137,-822.491,-44.7483,-281.693,666.523,236.92,117.394,759.768,-842.747,378.608,-73.1792,-300.315,613.416,670.061,490.516,4.82584e+06
61.6327,-530.85,-613.315,-524.495,-230.455,-576.121,570.983,-11.0513,-2.56609,-403.518,-135.093,-847.821,55.0619,124.619,-252.224,-730.525,3.16392e+06
96.4439,-335.232,15.7167,-597.417,-919.42,866.187,-147.508,-938.743,-923.242,-106.837,-289.203,-860.893,499.103,-335.797,-473.837,-739.427,5.79932e+06
337.526,670.408,843.289,360.438,557.033,342.779,-35.9728,235.162,-551.933,-463.859,154.497,556.427,74.1408,844.816,-384.89,1006.66,4.62296e+06
-750.513,-141.647,17.6299,-893.155,312.3,-379.534,-1011.13,-1008.38,-509.478,636.719,46.2976,-569.037,-511.091,-464.228,-309.077,-944.312,6.11723e+06
305.655,426.573,-11.5085,-878.579,414.516,425.655,-40.774,655.589,-982.368,-678.442,-696.396,993.503,675.383,295.599,-388.874,-972.757,6.37049e+06
-661.957,-863.748,588.307,-841.542,367.687,-643.498,923.093,-682.401,-161.544,626.041,91.179,-760.402,-415.202,-415.047,-951.828,-398.976,6.52012e+06
-344.248,-816.638,728.629,-458.391,-144.804,-604.149,-452.145,733.16,-493.004,126.215,-210.281,287.21,-457.95,60.3278,-254.206,-106.572,3.32953e+06
248.529,73.5161,874.024,-720.526,1003.16,582.03,739.435,218.717,528.916,-598.421,363.592,-4.16415,180.053,955.139,-42.1998,-407.441,5.17268e+06
29.6702,-90.1213,304.264,-772.051,896.791,858.208,370.18,-255.213,838.281,704.318,572.455,775.277,104.937,-135.348,-409.171,-977.659,5.72082e+06
-609.103,83.5294,939.922,486.227,-701.22,742.245,-995.973,-549.731,763.544,567.672,-657.326,-580.07,818.021,372.274,532.906,-552.47,6.90557e+06
363.056,597.372,1019.83,159.386,806.63,523.46,-671.243,-558.847,-718.066,-558.023,-834.449,127.598,465.708,-387.24,57.3026,562.055,5.46744e+06
-734.986,-102.627,-384.014,-181.059,251.391,722.342,683.488,814.003,-857.105,642.245,-168.403,500.568,-219.574,857.934,-746.819,-371.851,5.35218e+06
748.342,-814.425,891.603,921.933,-397.274,335.241,-534.771,613.543,404.255,679.194,-614.33,-783.944,7.78252,682.184,-527.845,859.383,6.90031e+06
-691.994,-265.06,74.0821,1.81674,909.638,-18.5445,114.938,996.102,-270.201,-449.036,550.034,706.831,-247.62,765.554,701.685,-120.775,4.61906e+06
-619.53,101.459,-236.387,-272.752,-603.082,-867.039,-316.159,225.352,-397.239,-885.267,858.298,-755.499,689.017,-514.552,-1014.45,-480.467,6.03921e+06
-612.26,-149.303,979.849,-73.1667,-862.138,-745.398,517.025,498.455,-39.4294,84.7011,423.976,-521.886,-985.408,-787.108,977.068,-8.16615,6.18356e+06
975.537,-287.268,-913.613,-456.502,-840.115,-314.563,-650.21,-405.49,-819.823,-716.499,648.684,-156.832,-121.421,-233.448,-43.3778,-505.658,5.42713e+06
946.757,-517.071,-481.891,848.753,296.057,-770.27,354.556,-581.832,-940.2,-531.909,752.003,-648.366,-421.323,41.8263,961.764,677.113,6.97715e+06
215.072,35.0091,262.149,597.145,890.26,-611.881,613.693,214.38,916.803,-985.291,-538.424,851.109,-369.302,-386.421,-575.699,-142.747,5.5256e+06
194.928,-662.177,-246.179,-284.789,-510.121,-715.135,80.6594,973.525,464.566,-553.476,1008.13,-572.259,807.174,256.638,89.3369,434.012,5.12393e+06
623.3,268.382,810.044,-526.386,995.468,86.0575,280.502,-305.302,328.237,-1021.51,990.824,107.055,-559.723,-652.917,843.606,-208.943,6.20354e+06
