Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8,Dimension_9,Dimension_10,Dimension_11,Dimension_12,Dimension_13,Dimension_14,Dimension_15,Dimension_16,Fitness
-569.592,-637.69,463.916,-297.413,-407.137,836.61,388.17,304.047,-956.235,677.145,838.298,-536.287,-177.481,837.286,-776.072,-639.793,6.25114e+06
961.147,-346.982,699.759,-876.72,-579.075,938.903,-243.778,1023.53,749.463,501.076,194.303,408.616,677.789,564.865,-351.547,144.195,6.5669e+06
-156.872,273.766,603.578,385.64,-782.419,713.399,-742.883,-121.987,-970.527,-799.608,941.118,922.163,539.476,983.131,-752.551,-659.369,7.87671e+06
758.358,-225.919,-41.9437,-145.843,-736.015,646.401,-981.555,836.81,-694.952,-15.7242,549.162,-707.399,630.68,640.555,478.623,-410.23,5.76322e+06
-857.624,-609.281,-766.945,-672.894,-955.045,57.1936,622.452,971.884,539.664,262.832,630.813,-876.603,646.809,-972.439,-227.918,-710.046,7.84204e+06
-255.51,990.536,570.781,-452.027,30.8232,-562.508,-89.3856,244.053,-853.425,-60.1219,-463.924,407.631,992.106,-763.433,-940.172,228.824,5.57837e+06
-177.134,790.013,73.1155,960.759,-977.039,-560.207,308.869,-379.877,246.633,-416.985,-378.4,-666.325,-253.406,754.754,-456.028,920.81,5.60376e+06
-905.088,697.716,-364.099,458.079,750.976,-645.787,-740.843,-176.068,110.322,-526.218,490.561,-799.014,-837.281,-76.0625,1006.83,401.506,6.25925e+06
-498.535,510.448,758.024,26.7195,-449.122,57.6959,767.267,396.02,570.538,-859.614,153.823,-876.985,969.521,188.54,206.314,-385.714,5.05924e+06
375.324,-90.6784,-475.534,-248.966,519.153,-786.371,634.768,517.097,-393.977,961.336,493.259,-768.399,-386.699,-879.374,-670.413,-762.154,5.8619e+06
623.711,-203.69,-876.359,337.39,-947.433,-702.225,297.699,588.63,-90.6737,820.727,-12.1528,-997.832,1002.92,-822.781,81.5713,-265.099,6.57577e+06
-228.986,653.59,370.346,-941.533,605.327,1021.66,-768.876,291.072,385.549,-148.426,522.526,199.805,649.055,798.94,-908.055,-957.265,6.87366e+06
105.848,-847.278,509.598,544.843,-851.256,966.409,-185.891,855.6,472.292,344.221,159.408,-325.192,-100.779,-506.405,-408.44,-362.041,4.7482e+06
800.349,842.209,937.918,204.775,-747.522,-854.057,182.97,609.829,671.41,-770.802,-993.926,-637.733,785.723,65.5522,-328.233,822.358,7.81041e+06
667.329,718.662,50.242,-466.74,935.931,-392.681,-496.657,-390.262,-615.138,-968.526,-119.08,-208.073,598.804,172.88,395.663,-97.0899,4.5398e+06
-973.621,-68.1791,138.913,-266.182,842.466,511.608,38.3608,669.161,-981.352,142.836,463.324,-661.465,-200.39,-975.56,372.766,-983.027,6.1965e+06
-731.687,-701.856,956.799,-27.3979,-770.534,-1022.07,896.911,583.39,708.515,903.084,546.319,-432.072,259.611,-270.101,1017.53,883.016,8.48562e+06
366.933,826.58,-731.792,973.559,-633.362,843.085,-104.975,-451.03,-110.073,557.271,77.8908,-226.696,-822.361,379.977,-844.38,939.747,6.42462e+06
-618.741,-845.564,-225.504,17.7143,505.909,-132.937,906.583,876.697,442.349,-916.373,941.329,956.862,44.007,675.341,-808.137,-710.938,7.4669e+06
-836.541,76.1347,837.279,-452.703,-110.31,413.753,998.255,9.74356,-374.243,957.169,910.45,201.864,853.699,-559.465,479.654,-189.025,6.02522e+06
576.15,124.388,-869.15,-111.534,-397.374,-902.664,783.857,593.577,-935.719,-792.691,245.218,-346.699,337.008,-676.239,315.835,-319.666,5.51201e+06
475.868,-262.742,-531.601,-641.796,-832.972,542.264,-999.669,-498.472,766.863,-546.975,514.898,812.623,906.808,601.852,787.807,112.08,6.85628e+06
-174.874,-518.862,-626.413,522.691,283.612,-95.6951,-159.227,50.4367,-766.861,-298.621,-989.038,292.603,-916.973,373.413,-741.795,774.587,4.95465e+06
665.451,-967.872,31.9847,2.32829,-914.531,373.352,615.762,-486.893,-321.41,-664.437,158.399,-148.474,171.184,593.246,-546.157,99.6343,4.25419e+06
-198.666,609.033,-349.74,-321.342,158.616,-535.678,-227.325,-329.777,-1021.64,852.891,-350.442,7.74109,839.643,475.354,-870.402,-666.427,5.13544e+06
935.386,395.029,-673.752,-33.2791,-128.057,-520.865,-273.909,-813.455,257.603,484.06,762.985,-23.2916,-574.999,9.69657,-63.1298,288.713,3.81202e+06
307.219,71.53,-333.92,-45.2266,740.069,375.762,-666.802,229.401,-389.376,619.791,-258.467,171.927,-474.625,-195.564,-691.917,-646.115,3.1912e+06
-510.886,23.8734,490.032,-335.668,-797.698,272.613,-408.302,847.849,-715.05,761.58,388.029,174.364,856.047,-144.418,151.46,-842.755,4.96985e+06
238.438,-120.497,-797.95,599.356,158.799,-763.964,-397.317,778.103,-1017.06,800.107,-482.099,740.836,-319.752,-1015.48,180.9,433.238,6.24933e+06
-628.963,789.73,284.123,-250.718,965.463,-66.8392,250.394,-204.045,-899.138,517.099,975.331,196.926,-391.43,-156.92,846.746,-302.015,5.25582e+06
-130.647,-428.556,-104.353,-683.967,1001.97,475.105,955.517,186.387,-842.8,-87.2594,21.5684,-579.425,-194.893,268.177,-267.735,-387.054,4.24254e+06
-121.721,-592.05,769.831,-282.713,513.119,392.593,247.713,85.1246,-71.4221,75.5359,-882.144,940.462,684.508,510.735,585.543,921.167,5.11838e+06
-85.436,663.146,66.6193,903.725,-643.181,-612.588,943.053,-217.915,191.22,484.566,939.023,827.371,938.27,530.799,-980.947,-178.487,6.98805e+06
-272.803,253.967,405.574,956.454,968.213,198.671,-738.251,-260.351,279.413,-288.394,458.574,-433.409,-251.94,-257.233,53.1349,-697.263,3.98613e+06
-472.879,-721.79,11.5682,267.352,218.579,-387.85,952.004,261.922,-353.835,165.367,717.379,423.124,-896.474,1002,-696.867,-942.216,6.01675e+06
-1021.03,-861.845,911.344,736.724,167.784,-215.977,476.727,166.727,23.2459,-543.134,177.574,699.824,-937.387,-946.179,23.1069,-91.0285,6.08816e+06
189.857,-462.332,343.003,271.96,109.252,-957.663,27.6726,222.686,374.624,815.459,580.786,393.176,819.258,-189.112,-276.995,745.37,4.05744e+06
-696.711,-422.597,-819.949,-415.827,-965.742,167.212,540.034,1019.55,-93.7252,855.29,-553.002,35.146,-941.076,-593.905,421.015,645.26,6.68039e+06
-210.639,-74.6525,-440.018,-795.522,453.707,-198.747,-13.6097,-841.398,856.482,-749.4,846.995,-937.204,671.98,-956.004,-843.224,977.408,7.75285e+06
-783.379,-667.152,650.207,-1011.97,77.4467,696.134,413.585,-207.667,-859.212,-218.762,971.28,-187.414,638.826,-171.114,347.435,826.463,6.21632e+06
826.629,862.582,-299.645,-386.786,-902.816,133.693,-412.97,44.6658,-929.608,-508.152,806.254,458.547,-4.08269,123.715,-448.155,42.7659,4.87311e+06
-569.967,665.613,204.075,812.365,-67.4222,-44.4904,-738.421,-494.127,938.701,-496.345,564.71,927.846,822.899,217.427,-797.771,62.9852,5.93777e+06
-930.901,-961.392,569.898,-303.122,-489.072,-1003.19,-686.033,514.016,232.34,83.6467,-604.183,915.943,-664.245,-609.915,-476.522,771.848,7.08906e+06
-197.722,577.504,-651.541,-864.67,535.971,-446.27,903.516,-394.704,-487.1,900.644,437.604,-327.556,-352.971,-775.176,-58.7201,-163.804,5.10649e+06
772.147,573.024,-912.014,447.897,-753.856,-562.436,-933.956,-741.863,-871.782,43.5087,-73.357,-245.283,159.222,418.751,232.276,-781.53,5.95724e+06
-814.562,74.3513,-601.272,-771.325,-964.766,472.586,186.67,-799.066,809.716,710.588,-660.071,-249.659,-60.1839,770.948,-959.984,-284.502,6.71224e+06
-116.528,-151.44,-618.083,-494.233,-498.352,59.9648,492.729,474.683,-567.839,-34.7367,434.234,595.761,-78.299,-45.7842,911.617,939.352,3.97183e+06
592.696,72.5929,-127.9,-395.866,-765.953,-868.451,1005.44,-293.917,-160.326,574.915,-612.797,-812.73,-715.814,-313.176,-158.141,-174.721,5.02623e+06
-31.8906,918.092,-102.444,-838.888,330.502,-20.7614,-521.011,-14.0452,1017.69,-801.666,-54.9538,-169.175,602.818,-741.524,-185.646,439.097,4.7901e+06
-458.937,-764.346,35.8652,-507.484,-969.469,952.719,223.718,-229.824,-829.573,-148.891,-378.237,306.82,-35.4618,-509.492,617.39,253.298,4.65801e+06
552.409,-37.9748,-89.0861,-720.271,881.735,-848.412,-985.785,-385.42,290.255,305.796,965.547,87.7205,-412.669,-383.991,514.16,400.259,5.31112e+06
-306.049,613.752,975.496,248.254,-800.385,-819.185,982.773,-332.395,-504,1017.61,554.344,-783.77,801.836,-3.36389,-567.129,428.904,7.23143e+06
-73.2815,343.452,-138.083,749.303,597.67,963.516,20.9951,-195.972,919.311,838.417,886.91,-8.28092,-850.216,614.92,-839.376,-911.655,6.99985e+06
-243.972,-804.87,73.4078,-449.384,-763.54,42.4815,-328.72,310.32,725.76,-303.195,957.655,105.263,72.8029,-767.966,-752.312,493.538,4.65548e+06
-1012.15,-992.193,-565.37,658.103,651.927,-505.121,-168.567,-311.773,752.027,-270.22,257.399,-123.869,375.393,-849.423,-715.822,694.982,6.14555e+06
187.971,-818.33,823.316,-33.5315,269.749,-760.803,693.122,520.9,-673.953,-86.2777,-122.327,260.04,614.273,-340.862,-718.614,537.458,4.63049e+06
473.766,852.846,-266.168,740.75,79.5286,-153.407,-488.981,-540.039,-110.352,-833.85,256.729,144.686,37.6328,45.5058,-678.284,759.088,3.96622e+06
845.968,-285.917,-426.638,-955.769,-74.3896,-910.171,690.828,99.5339,-40.4446,-726.766,610.819,-732.215,888.202,-951.982,367.21,-408.076,6.64976e+06
-285.427,125.895,214.015,482.021,-881.477,233.403,-604.088,-661.234,-660.59,-153.236,293.029,-226.315,-859.602,322.62,-47.478,-2.09163,3.45147e+06
695.863,238.072,-729.793,55.5907,460.431,-447.044,-148.257,111.78,491.699,1007.22,-119.631,322.53,-269.51,-315.834,612.873,71.0473,3.45071e+06
416.586,795.329,957.406,935.487,-318.213,777.595,-260.746,-818.812,-580.826,3.20188,963.226,342.578,215.345,369.354,-982.506,-521.298,6.84483e+06
-64.5731,-558.356,-204.823,-217.117,223.082,-138.537,949.721,-386.857,642.527,-372.097,48.2663,-805.448,185.291,-377.228,-630.904,-1001.6,4.30602e+06
-937.364,572.395,-459.139,-92.3031,1023,694.576,951.084,572.389,207.738,-906.139,229.4,483.937,633.404,247.872,-915.237,673.775,7.09228e+06
-504.681,-808.569,340.768,-198.894,219.791,665.05,773.563,-571.899,-907.084,-138.353,-245.664,-169.397,16.1601,523.954,-32.2383,-145.589,3.70841e+06
-691.467,906.211,1006.81,-338.222,968.57,-159.818,956.755,-137.594,-183.134,478.651,932.969,960.349,-991.193,-747.466,-142.559,-1007.69,8.95787e+06
780.346,-817.114,-831.882,-796.337,779.987,174.109,-765.131,-238.733,-94.8813,-282.054,67.4948,202.427,401.508,-175.559,801.077,702.679,5.34566e+06
118.657,-473.204,-399.652,-182.521,-36.0943,863.836,330.865,-351.459,-868.825,-715.693,799.085,-466.01,-858.53,-501.734,358.955,881.304,5.42883e+06
157.585,-830.983,-193.022,355.701,-368.823,247.35,861.675,871.653,-712.422,722.741,-648.243,-460.614,383.783,-664.829,708.783,-672.551,5.78507e+06
-561.551,-120.914,158.941,97.6877,-742.888,-1023.7,805.645,665.54,476.353,-680.159,162.518,107.073,-467.443,482.489,-304.418,-621.846,4.71488e+06
505.112,-281.742,-212.528,-862.541,-106.229,-536.88,-776.744,13.989,956.759,515.1,752.657,-864.791,895.869,712.351,841.641,-476.571,6.76745e+06
-853.462,-199.447,833.551,695.007,165.872,106.86,-32.1635,940.663,794.493,-1021.65,724.354,-222.121,343.384,406.581,-187.265,480.543,5.66927e+06
937.564,-543.186,-682.469,488.356,-600.587,-859.603,-72.5901,747.109,497.28,-706.707,-648.709,-83.1106,561.264,-731.519,-440.421,749.219,6.3215e+06
-896.956,122.968,-478.012,-712.408,-164.177,-123.797,-496.019,-527.035,-1007.45,318.417,132.337,-408.331,-770.046,29.1379,-81.8276,-19.1714,4.02334e+06
207.285,84.7068,442.788,-155.96,-594.008,691.961,479.51,1004.38,595.743,-888.881,513.629,-230.576,579.541,209.403,690.388,55.8439,4.66253e+06
-149.543,900.944,446.97,-737.464,-961.156,-64.0121,627.985,-708.614,-587.889,104.017,116.02,97.6523,29.0521,-895.138,929.622,-325.12,5.55367e+06
1016.11,722.013,508.208,245.721,-322.8,581.779,-277.824,271.483,407.488,-973.416,538.369,-842.945,-20.0026,-844.61,-601.991,508.433,5.9148e+06
-377.414,-122.612,-246.679,298.068,318.191,303.825,-123.651,-40.4862,-1010.72,960.246,341.884,630.606,-1020.43,607.769,-924.296,-307.383,5.3355e+06
-311.702,-360.682,-85.2275,-739.084,-883.523,-369.119,-251.838,-742.324,-253.027,414.155,-609.337,-946.045,-543.06,-298.363,438.989,40.3639,4.39234e+06
-658.057,-752.86,28.9222,-169.46,134.097,398.826,420.123,-319.1,-57.3291,-218.688,520.404,-699.12,823.963,425.389,989.915,-887.606,4.92323e+06
-50.1512,32.576,-20.1366,516.099,226.999,916.711,997.516,-35.5065,437.059,66.7806,-451.494,93.2097,-523.121,276.579,-689.668,886.914,4.17911e+06
-900.972,731.539,850.878,365.01,50.1732,-13.0148,183.588,-203.367,-142.245,-298.087,-260.086,460.253,97.79,-464.786,315.715,424.013,3.17561e+06
46.1561,-16.0756,-392.866,-227.391,-94.3402,-195.668,1012.95,209.843,659.753,-324.011,907.732,713.739,414.542,816.243,-981.176,111.421,5.01274e+06
-159.541,932.582,754.215,171.927,409.182,-720.874,-581.845,219.98,1008.02,-342.77,941.635,266.903,-212.878,-287.325,999.885,-189.173,5.82265e+06
927.871,-452.573,639.028,76.6771,-760.825,30.4062,-731.36,834.106,408.906,-983.858,990.516,-689.938,937.598,-617.911,-653.204,494.871,7.81533e+06
884.24,-279.526,912.132,196.479,782.286,60.044,638.657,47.4065,81.8652,247.158,-133.275,939.783,561.999,965.476,-721.218,-538.157,5.78297e+06
-506.804,843.335,-355.868,-1003.01,-933.339,-735.261,-788.089,161.642,-570.823,-961.404,465.013,-239.998,94.3792,-384.121,-51.1901,867.819,6.59597e+06
-450.812,103.437,-101.18,-913.161,-206.766,-665.336,-613.411,480.174,-251.955,-450.607,402.187,-565.478,593.801,-688.555,-823.961,953.876,5.314e+06
-647.769,-315.932,937.379,976.988,597.217,-377.698,-318.058,940.015,507.059,587.36,61.2771,455.776,48.8804,-98.9226,567.795,688.253,5.45867e+06
240.792,-468.838,-197.002,390.761,-645.489,-160.817,-863.507,-289.503,695.176,780.44,-386.936,-746.239,318.823,-861.013,-286.38,-985.622,5.43684e+06
990.612,-339.715,-18.3367,-234.734,-660.603,420.884,-660.077,487.252,-179.708,1023.6,-395.123,739.801,101.144,529.23,-226.106,599.557,4.92336e+06
-799.274,671.837,1009.15,244.253,-854.688,126.188,645.099,425.242,931.143,709.674,856.636,-583.292,-294.448,228.475,-616.235,-133.121,6.49289e+06
753.206,548.826,-47.4359,-152.583,910.804,389.559,-259.001,-46.9171,924.172,-347.33,-582.594,898.721,-170.277,636.082,-533.107,-1004.32,5.79313e+06
-437.244,-1002.21,619.846,859.067,795.414,655.895,719.27,164.05,62.7382,-200.346,-574.138,116.554,-768.979,-567.538,12.7692,-785.924,5.84365e+06
-416.051,-891.331,680.154,-405.232,632.474,-392.785,-616.687,-124.588,897.631,-560.56,504.653,-577.159,-109.687,297.249,-358.375,514.385,4.74589e+06
-620.105,217.713,-394.821,955.085,-547.514,-319.436,381.466,503.236,-477.123,244.96,134.409,-529.223,-74.5085,994.364,14.5044,937.678,4.76032e+06
727.324,225.402,436.499,433.065,28.6445,630.385,736.529,-323.62,-878.677,994.124,-636.863,110.353,-1023.1,-180.47,-204.994,996.842,6.29662e+06
-1002.96,-356.088,-354.106,203.863,268.706,1.63299,593.312,-355.285,-296.905,-627.816,-561.923,622.558,-821.324,501.929,-220.041,714.68,4.52158e+06
317.144,805.253,206.497,-519.709,478.936,-880.95,-684.706,-653.84,666.584,856.771,88.6599,388.656,-373.485,578.413,-700.331,-380.017,5.40994e+06
-142.434,-178.867,1000.81,240.805,-245.481,264.69,-877.068,158.881,-173.67,-689.582,-41.6371,77.8703,-499.283,364.911,-887.208,-471.535,3.94228e+06
750.688,-168.205,870.195,732.559,324.631,948.408,825.929,-902.583,-684.534,-650.625,520.299,-237.119,-722.942,634.164,631.278,-331.61,7.0397e+06
928.539,319.809,-170.825,-987.532,633.668,753.663,867.994,785.497,913.228,996.401,-27.8036,710.79,405.315,738.217,-417.341,-149.165,7.54747e+06
-703.531,-763.23,973.626,682.096,-454.496,-329.398,-845.818,-233.166,-960.778,259.263,-936.953,541.91,-234.356,656.252,60.4809,-886.044,7.01187e+06
884.559,893.674,-712.024,-985.722,133.14,-279.049,-534.087,234.927,-183.066,208.34,21.2592,-747.936,-838.984,473.903,-924.239,-557.439,6.22608e+06
-775.332,-569.734,331.542,-266.884,685.735,-638.087,186.548,-540.404,-75.8402,-228.263,101.947,559.783,712.465,800.664,-636.948,-944.32,5.139e+06
-401.195,-6.82848,498.683,312.555,-555.761,122.897,849.881,-551.647,-152.511,727.518,977.728,-797.524,-246.236,504.002,154.952,607.758,4.7107e+06
787.936,-214.039,-228.363,-643.207,699.456,-780.674,560.53,106.097,-215.723,-693.84,451.122,234.744,588.436,548.952,-49.325,-835.963,4.69225e+06
750.102,807.648,421.422,-235.723,-949.513,-790.616,778.212,220.442,-978.056,785.03,-482.55,-601.665,859.688,-571.101,-415.738,962.511,7.96137e+06
-904.323,-585.104,-340.307,-715.187,-53.9494,-894.119,-267.294,177.131,-841.948,173.214,727.776,434.76,-517.018,151.277,-488.981,985.339,5.65048e+06
-977.859,-935.13,-335.81,878.781,-243.262,-411.503,-151.008,-987.926,-549.309,-560.505,97.1062,-918.211,528.093,368.465,-205.838,571.19,6.19487e+06
-1012.75,-494.86,270.882,-186.605,656.585,-647.548,1023.08,552.278,589.261,987.786,533.776,942.552,398.19,-114.389,-740.945,-987.823,7.77374e+06
161.666,-424.742,-857.022,-533.592,12.5388,-350.654,-68.9987,504.989,412.289,334.577,-631.773,-814.513,-966.183,-409.997,-25.0757,139.362,4.07495e+06
628.916,-100.388,-119.015,216.042,-776.766,-858.062,338.526,516.378,924.514,-531.523,976.404,671.533,-386.124,673.984,-218.92,-818.691,6.05059e+06
-774.797,833.212,332.573,775.782,-586.431,-51.6773,-206.292,-582.285,-778.89,-158.895,659.016,165.898,-605.159,176.974,-663.142,720.848,5.18596e+06
632.012,597.991,-623.15,-895.855,-871.293,294.574,-567.789,789.651,115.935,310.681,-177.557,899.904,-521.701,190.568,-320.016,899.571,5.91136e+06
-53.9617,505.815,-432.363,1015.03,277.823,-832.308,99.1814,-691.536,562.033,-285.403,-969.962,482.466,-904.564,-370.835,-681.637,-761.976,6.30604e+06
75.7156,615.348,-524.916,-364.7,-503.637,588.001,-859.035,585.285,-314.227,879.257,821.73,-524.443,-624.688,675.778,527.707,-174.854,5.45105e+06
-400.268,-421.72,-986.569,-120.562,236.699,-519.478,659.632,-340.031,-830.733,38.5488,-213.962,408.853,-432.504,-523.827,372.775,-378.482,3.85094e+06
354.444,821.04,769.871,57.0647,755.788,-75.1135,425.639,-108.852,-136.122,19.9136,-16.592,879.173,-811.348,-429.845,353.069,-14.3565,3.92575e+06
808.895,-180.56,71.644,434.325,209.592,-245.06,-63.3282,267.273,765.813,-299.122,-677.699,-578.791,-663.965,322.45,-229.627,463.03,3.34244e+06
631.103,-686.296,608.008,-397.667,169.051,-575.692,-100.49,602.173,418.956,-203.467,597.855,874.813,127.252,234.831,-818.91,192.448,4.24859e+06
-410.04,295.326,-676.51,453.501,852.75,-789.807,-856.598,-413.957,918.98,873.227,-631.431,272.079,-471.025,-533.363,849.767,-607.442,6.85216e+06
150.596,-326.152,366.663,309.96,-468.688,-380.577,-369.389,-403.282,642.751,-28.5073,-417.887,997.379,799.497,-951.636,-598.548,420.599,4.68669e+06
1022.61,-486.988,945.577,-441.822,-586.899,288.857,614.036,844.746,-231.169,-230.015,391.961,-384.811,-301.15,-96.6158,363.349,806.876,5.182e+06
689.718,609.04,60.2607,-67.2736,393.387,-152.723,-461.049,668.8,-4.61055,222.594,-50.795,-662.921,-744.39,217.703,559.423,-714.517,3.60953e+06
-960.76,-567.175,-336.599,546.792,536.449,895.482,-245.441,825.034,287.076,412.508,-764.162,954.277,-77.9059,951.579,-733.85,-48.8762,6.68744e+06
875.113,-388.802,-296.39,-771.579,-95.8195,-850.973,888.562,313.432,929.738,718.107,511.303,495.133,-718.701,-216.203,768.384,718.318,6.77781e+06
178.833,-876.241,-251.913,619.426,780.747,-683.261,-793.008,-234.929,296.759,-827.951,-771.224,-208.374,-127.981,-886.558,924.95,-411.55,6.24657e+06
712.296,-290.6,188.77,780.226,-18.6429,391.858,593.725,94.0975,-592.596,-786.695,668.102,561.795,631.004,533.505,-481.436,-944.035,5.28944e+06
-916.867,-218.604,20.1638,510.875,-310.923,-145.763,424.263,-192.594,734.985,578.401,517.836,944.262,84.6681,-383.434,-439.838,-529.894,4.14796e+06
928.321,-992.68,267.32,851.744,-1016.4,-919.635,306.509,946.616,492.225,177.393,-70.7608,-471.647,862.351,-232.619,-972.115,830.457,8.44683e+06
-285,-774.035,-217.839,248.449,109.513,-589.861,-31.954,799.554,-828.243,988.791,-658.336,367.976,-1021.44,-17.6063,-864.334,-500.329,6.06351e+06
342.335,-970.549,1017.54,-882.875,-474.984,459.101,-637.957,278.158,-51.3084,907.431,-973.538,-921.409,-166.074,462.011,966.151,-627.723,7.98627e+06
-657.658,536.907,955.018,309.756,899.799,839.211,-368.351,-378.481,953.202,-899.551,341.371,-752.485,191.813,703.829,-3.07355,14.3528,6.45474e+06
957.549,479.539,-825.269,-54.4966,-460.779,19.1293,-246.615,-741.74,-714.332,-645.528,5.19179,888.958,-689.253,624.822,-250.069,158.932,5.32526e+06
265.21,601.639,-541.041,-724.747,282.475,20.5448,49.1571,834.699,-375.738,178.916,289.522,481.499,-581.538,252.711,121.059,295.743,3.02285e+06
-209.956,-957.006,-495.384,639.918,-812.737,-259.197,150.665,-96.854,895.454,-43.3559,975.554,-609.302,-258.48,-191.5,414.985,590.172,5.12549e+06
211.644,641.07,-987.989,-825.619,935.156,-565.201,839.916,241.608,-882.753,500.092,131.956,621.067,387.888,-279.269,-191.984,530.697,6.05087e+06
-680.679,314.291,785.817,776.26,-886.706,324.818,-920.581,1012.23,-657.381,-640.168,848.421,-730.304,186.964,124.133,-107.16,-369.101,6.83938e+06
-190.549,897.923,168.414,-458.266,-596.291,-504.445,-475.134,835.404,-353.595,-48.6539,395.548,-619.172,-19.9196,-978.285,622.634,-95.0077,4.63618e+06
